area_conhecimento;sub_area;cod_preferencia
CURSOS DA ÁREA DE ENGENHARIA E CIÊNCIA DA COMPUTAÇÃO;CIÊNCIA DA COMPUTAÇÃO E SISTEMAS DE INFORMAÇÃO E CURSOS RELACIONADOS;118075
CURSOS DA AREA DE SAUDE;ENFERMAGEM  FISIOTERAPIA  FARMÁCIA  NUTRIÇÃO E CURSOS RELACIONADOS;121470
CURSOS DA AREA DE SAUDE;ENFERMAGEM  FISIOTERAPIA  FARMÁCIA  NUTRIÇÃO E CURSOS RELACIONADOS;121709
CURSOS NAO PRIORITARIOS;CIÊNCIAS SOCIAIS  POLÍTICAS  ECONÔMICAS E CONTÁBEIS  PSICOLOGIA E SECRETARIADO;119409
CURSOS DA AREA DE SAUDE;ENFERMAGEM  FISIOTERAPIA  FARMÁCIA  NUTRIÇÃO E CURSOS RELACIONADOS;122195
CURSOS NAO PRIORITARIOS;CIÊNCIAS SOCIAIS  POLÍTICAS  ECONÔMICAS E CONTÁBEIS  PSICOLOGIA E SECRETARIADO;121753
CURSOS NAO PRIORITARIOS;HOTELARIA E TURISMO  GASTRONOMIA E CURSOS RELACIONADOS;118591
CURSOS DA AREA DE SAUDE;ENFERMAGEM  FISIOTERAPIA  FARMÁCIA  NUTRIÇÃO E CURSOS RELACIONADOS;120383
CURSOS DA AREA DE SAUDE;ENFERMAGEM  FISIOTERAPIA  FARMÁCIA  NUTRIÇÃO E CURSOS RELACIONADOS;118627
CURSOS NAO PRIORITARIOS;CIÊNCIAS BIOLÓGICAS (BEL)  BIOMEDICINA  BIOTECNOLOGIA E CURSOS RELACIONADOS;118963
CURSOS NAO PRIORITARIOS;CIÊNCIAS SOCIAIS  POLÍTICAS  ECONÔMICAS E CONTÁBEIS  PSICOLOGIA E SECRETARIADO;121062
CURSOS DA AREA DE SAUDE;ENFERMAGEM  FISIOTERAPIA  FARMÁCIA  NUTRIÇÃO E CURSOS RELACIONADOS;119950
CURSOS DA ÁREA DE ENGENHARIA E CIÊNCIA DA COMPUTAÇÃO;CIÊNCIA DA COMPUTAÇÃO E SISTEMAS DE INFORMAÇÃO E CURSOS RELACIONADOS;118440
CURSOS DA ÁREA DE LICENCIATURA PEDAGOGIA E NORMAL SUPERIOR;HISTÓRIA (LIC)  GEOGRAFIA (LIC)  EDUCAÇÃO FÍSICA (LIC) E CURSOS RELACIONADOS;118093
CURSOS NAO PRIORITARIOS;ADMINISTRAÇÃO  ADMINISTRAÇÃO PÚBLICA  GESTÃO  LOGÍSTICA  NEGÓCIOS E CURSOS RELACIONADOS;121244
CURSOS DA AREA DE SAUDE;ENFERMAGEM  FISIOTERAPIA  FARMÁCIA  NUTRIÇÃO E CURSOS RELACIONADOS;121174
CURSOS NAO PRIORITARIOS;COMUNICAÇÃO SOCIAL  JORNALISMO  PUBLICIDADE  MARKETING E CURSOS RELACIONADOS;119742
CURSOS DA AREA DE SAUDE;ENFERMAGEM  FISIOTERAPIA  FARMÁCIA  NUTRIÇÃO E CURSOS RELACIONADOS;120054
CURSOS DA ÁREA DE LICENCIATURA PEDAGOGIA E NORMAL SUPERIOR;PEDAGOGIA;120216
CURSOS DA ÁREA DE LICENCIATURA PEDAGOGIA E NORMAL SUPERIOR;PEDAGOGIA;118210
CURSOS NAO PRIORITARIOS;DIREITO  COMÉRCIO EXTERIOR  BIBLIOTECONOMIA E CURSOS RELACIONADOS;121884
CURSOS NAO PRIORITARIOS;MEDICINA VETERINÁRIA;122113
CURSOS NAO PRIORITARIOS;MEDICINA VETERINÁRIA;119561
CURSOS NAO PRIORITARIOS;CIÊNCIAS SOCIAIS  POLÍTICAS  ECONÔMICAS E CONTÁBEIS  PSICOLOGIA E SECRETARIADO;120884
CURSOS DA AREA DE SAUDE;ENFERMAGEM  FISIOTERAPIA  FARMÁCIA  NUTRIÇÃO E CURSOS RELACIONADOS;119868
CURSOS DA AREA DE SAUDE;ENFERMAGEM  FISIOTERAPIA  FARMÁCIA  NUTRIÇÃO E CURSOS RELACIONADOS;120593
CURSOS NAO PRIORITARIOS;DIREITO  COMÉRCIO EXTERIOR  BIBLIOTECONOMIA E CURSOS RELACIONADOS;121912
CURSOS NAO PRIORITARIOS;ADMINISTRAÇÃO  ADMINISTRAÇÃO PÚBLICA  GESTÃO  LOGÍSTICA  NEGÓCIOS E CURSOS RELACIONADOS;118522
CURSOS DA ÁREA DE ENGENHARIA E CIÊNCIA DA COMPUTAÇÃO;CIÊNCIA DA COMPUTAÇÃO E SISTEMAS DE INFORMAÇÃO E CURSOS RELACIONADOS;121580
CURSOS DA AREA DE SAUDE;ODONTOLOGIA  QUIROPRAXIA  FÍSICA MÉDICA E NATUROLOGIA;120917
CURSOS NAO PRIORITARIOS;ADMINISTRAÇÃO  ADMINISTRAÇÃO PÚBLICA  GESTÃO  LOGÍSTICA  NEGÓCIOS E CURSOS RELACIONADOS;120461
CURSOS NAO PRIORITARIOS;HOTELARIA E TURISMO  GASTRONOMIA E CURSOS RELACIONADOS;119187
CURSOS NAO PRIORITARIOS;CIÊNCIAS SOCIAIS  POLÍTICAS  ECONÔMICAS E CONTÁBEIS  PSICOLOGIA E SECRETARIADO;119282
CURSOS NAO PRIORITARIOS;CIÊNCIAS SOCIAIS  POLÍTICAS  ECONÔMICAS E CONTÁBEIS  PSICOLOGIA E SECRETARIADO;122038
CURSOS DA AREA DE SAUDE;ENFERMAGEM  FISIOTERAPIA  FARMÁCIA  NUTRIÇÃO E CURSOS RELACIONADOS;120737
CURSOS DA AREA DE SAUDE;ODONTOLOGIA  QUIROPRAXIA  FÍSICA MÉDICA E NATUROLOGIA;121673
CURSOS DA ÁREA DE LICENCIATURA PEDAGOGIA E NORMAL SUPERIOR;LETRAS - IDIOMAS  FÍSICA (LIC)  QUÍMICA (LIC) E CURSOS RELACIONADOS;117976
CURSOS DA AREA DE SAUDE;ODONTOLOGIA  QUIROPRAXIA  FÍSICA MÉDICA E NATUROLOGIA;119947
CURSOS NAO PRIORITARIOS;ADMINISTRAÇÃO  ADMINISTRAÇÃO PÚBLICA  GESTÃO  LOGÍSTICA  NEGÓCIOS E CURSOS RELACIONADOS;118369
CURSOS NAO PRIORITARIOS;DIREITO  COMÉRCIO EXTERIOR  BIBLIOTECONOMIA E CURSOS RELACIONADOS;121749
CURSOS NAO PRIORITARIOS;CIÊNCIAS BIOLÓGICAS (BEL)  BIOMEDICINA  BIOTECNOLOGIA E CURSOS RELACIONADOS;120831
CURSOS DA ÁREA DE LICENCIATURA PEDAGOGIA E NORMAL SUPERIOR;PEDAGOGIA;118559
CURSOS DA AREA DE SAUDE;MEDICINA;121051
CURSOS NAO PRIORITARIOS;DIREITO  COMÉRCIO EXTERIOR  BIBLIOTECONOMIA E CURSOS RELACIONADOS;120119
CURSOS DA ÁREA DE ENGENHARIA E CIÊNCIA DA COMPUTAÇÃO;CIÊNCIA DA COMPUTAÇÃO E SISTEMAS DE INFORMAÇÃO E CURSOS RELACIONADOS;121301
CURSOS NAO PRIORITARIOS;COMUNICAÇÃO  DESIGN  AUDIO VISUAL E CURSOS RELACIONADOS;120969
CURSOS DA AREA DE SAUDE;ENFERMAGEM  FISIOTERAPIA  FARMÁCIA  NUTRIÇÃO E CURSOS RELACIONADOS;119927
CURSOS NAO PRIORITARIOS;CIÊNCIAS BIOLÓGICAS (BEL)  BIOMEDICINA  BIOTECNOLOGIA E CURSOS RELACIONADOS;120832
CURSOS DA ÁREA DE ENGENHARIA E CIÊNCIA DA COMPUTAÇÃO;ENGENHARIA DE PRODUÇÃO  DE MATERIAIS E CURSOS RELACIONADOS;120789
CURSOS DA ÁREA DE ENGENHARIA E CIÊNCIA DA COMPUTAÇÃO;ENGENHARIA CIVIL E AMBIENTAL  ARQUITETURA E CURSOS RELACIONADOS;119158
CURSOS DA ÁREA DE LICENCIATURA PEDAGOGIA E NORMAL SUPERIOR;LETRAS - IDIOMAS  FÍSICA (LIC)  QUÍMICA (LIC) E CURSOS RELACIONADOS;122213
CURSOS NAO PRIORITARIOS;MEDICINA VETERINÁRIA;118938
CURSOS DA ÁREA DE ENGENHARIA E CIÊNCIA DA COMPUTAÇÃO;ENGENHARIA ELÉTRICA  ELETRÔNICA  DA COMPUTAÇÃO E CURSOS RELACIONADOS;119795
CURSOS DA ÁREA DE LICENCIATURA PEDAGOGIA E NORMAL SUPERIOR;ARTES  CIÊNCIAS SOCIAIS E CURSOS RELACIONADOS;121774
CURSOS DA ÁREA DE LICENCIATURA PEDAGOGIA E NORMAL SUPERIOR;PEDAGOGIA;118193
CURSOS NAO PRIORITARIOS;AGRONOMIA  ZOOTECNIA  ENGENHARIA FLORESTAL E CURSOS RELACIONADOS;118251
CURSOS NAO PRIORITARIOS;HOTELARIA E TURISMO  GASTRONOMIA E CURSOS RELACIONADOS;119919
CURSOS DA ÁREA DE ENGENHARIA E CIÊNCIA DA COMPUTAÇÃO;ENGENHARIA ELÉTRICA  ELETRÔNICA  DA COMPUTAÇÃO E CURSOS RELACIONADOS;120611
CURSOS NAO PRIORITARIOS;ADMINISTRAÇÃO  ADMINISTRAÇÃO PÚBLICA  GESTÃO  LOGÍSTICA  NEGÓCIOS E CURSOS RELACIONADOS;118580
CURSOS NAO PRIORITARIOS;CIÊNCIAS SOCIAIS  POLÍTICAS  ECONÔMICAS E CONTÁBEIS  PSICOLOGIA E SECRETARIADO;121604
CURSOS NAO PRIORITARIOS;ADMINISTRAÇÃO  ADMINISTRAÇÃO PÚBLICA  GESTÃO  LOGÍSTICA  NEGÓCIOS E CURSOS RELACIONADOS;119640
CURSOS DA AREA DE SAUDE;ENFERMAGEM  FISIOTERAPIA  FARMÁCIA  NUTRIÇÃO E CURSOS RELACIONADOS;120138
CURSOS DA ÁREA DE ENGENHARIA E CIÊNCIA DA COMPUTAÇÃO;ENGENHARIA DE PRODUÇÃO  DE MATERIAIS E CURSOS RELACIONADOS;120481
CURSOS DA ÁREA DE LICENCIATURA PEDAGOGIA E NORMAL SUPERIOR;HISTÓRIA (LIC)  GEOGRAFIA (LIC)  EDUCAÇÃO FÍSICA (LIC) E CURSOS RELACIONADOS;122218
CURSOS DA ÁREA DE LICENCIATURA PEDAGOGIA E NORMAL SUPERIOR;PEDAGOGIA;118605
CURSOS DA ÁREA DE ENGENHARIA E CIÊNCIA DA COMPUTAÇÃO;ENGENHARIA CIVIL E AMBIENTAL  ARQUITETURA E CURSOS RELACIONADOS;122014
CURSOS NAO PRIORITARIOS;AGRONOMIA  ZOOTECNIA  ENGENHARIA FLORESTAL E CURSOS RELACIONADOS;122116
CURSOS DA AREA DE SAUDE;ENFERMAGEM  FISIOTERAPIA  FARMÁCIA  NUTRIÇÃO E CURSOS RELACIONADOS;120758
CURSOS DA ÁREA DE ENGENHARIA E CIÊNCIA DA COMPUTAÇÃO;ENGENHARIA DE PRODUÇÃO  DE MATERIAIS E CURSOS RELACIONADOS;120391
CURSOS DA AREA DE SAUDE;ENFERMAGEM  FISIOTERAPIA  FARMÁCIA  NUTRIÇÃO E CURSOS RELACIONADOS;122031
CURSOS NAO PRIORITARIOS;CIÊNCIAS SOCIAIS  POLÍTICAS  ECONÔMICAS E CONTÁBEIS  PSICOLOGIA E SECRETARIADO;119467
CURSOS NAO PRIORITARIOS;DIREITO  COMÉRCIO EXTERIOR  BIBLIOTECONOMIA E CURSOS RELACIONADOS;120417
CURSOS DA ÁREA DE LICENCIATURA PEDAGOGIA E NORMAL SUPERIOR;LETRAS - IDIOMAS  FÍSICA (LIC)  QUÍMICA (LIC) E CURSOS RELACIONADOS;119161
CURSOS DA ÁREA DE ENGENHARIA E CIÊNCIA DA COMPUTAÇÃO;ENGENHARIA CIVIL E AMBIENTAL  ARQUITETURA E CURSOS RELACIONADOS;120033
CURSOS DA AREA DE SAUDE;ENFERMAGEM  FISIOTERAPIA  FARMÁCIA  NUTRIÇÃO E CURSOS RELACIONADOS;122009
CURSOS DA AREA DE SAUDE;MEDICINA;120233
CURSOS DA AREA DE SAUDE;ODONTOLOGIA  QUIROPRAXIA  FÍSICA MÉDICA E NATUROLOGIA;120234
CURSOS NAO PRIORITARIOS;ESTÉTICA E COSMÉTICA  GESTÃO DO ESPORTE E CURSOS RELACIONADOS;122260
CURSOS DA ÁREA DE ENGENHARIA E CIÊNCIA DA COMPUTAÇÃO;ENGENHARIA QUÍMICA  DE ALIMENTOS  DE PETRÓLEO E CURSOS RELACIONADOS;120944
CURSOS DA ÁREA DE LICENCIATURA PEDAGOGIA E NORMAL SUPERIOR;HISTÓRIA (LIC)  GEOGRAFIA (LIC)  EDUCAÇÃO FÍSICA (LIC) E CURSOS RELACIONADOS;117980
CURSOS NAO PRIORITARIOS;ESTÉTICA E COSMÉTICA  GESTÃO DO ESPORTE E CURSOS RELACIONADOS;120325
CURSOS DA ÁREA DE LICENCIATURA PEDAGOGIA E NORMAL SUPERIOR;ARTES  CIÊNCIAS SOCIAIS E CURSOS RELACIONADOS;119090
CURSOS NAO PRIORITARIOS;CIÊNCIAS BIOLÓGICAS (BEL)  BIOMEDICINA  BIOTECNOLOGIA E CURSOS RELACIONADOS;121212
CURSOS DA AREA DE SAUDE;ENFERMAGEM  FISIOTERAPIA  FARMÁCIA  NUTRIÇÃO E CURSOS RELACIONADOS;118434
CURSOS NAO PRIORITARIOS;ADMINISTRAÇÃO  ADMINISTRAÇÃO PÚBLICA  GESTÃO  LOGÍSTICA  NEGÓCIOS E CURSOS RELACIONADOS;119753
CURSOS DA ÁREA DE ENGENHARIA E CIÊNCIA DA COMPUTAÇÃO;ENGENHARIA DE PRODUÇÃO  DE MATERIAIS E CURSOS RELACIONADOS;117904
CURSOS NAO PRIORITARIOS;CIÊNCIAS BIOLÓGICAS (BEL)  BIOMEDICINA  BIOTECNOLOGIA E CURSOS RELACIONADOS;118793
CURSOS DA ÁREA DE LICENCIATURA PEDAGOGIA E NORMAL SUPERIOR;HISTÓRIA (LIC)  GEOGRAFIA (LIC)  EDUCAÇÃO FÍSICA (LIC) E CURSOS RELACIONADOS;120273
CURSOS NAO PRIORITARIOS;CIÊNCIAS SOCIAIS  POLÍTICAS  ECONÔMICAS E CONTÁBEIS  PSICOLOGIA E SECRETARIADO;119103
CURSOS NAO PRIORITARIOS;COMUNICAÇÃO SOCIAL  JORNALISMO  PUBLICIDADE  MARKETING E CURSOS RELACIONADOS;121343
CURSOS NAO PRIORITARIOS;CIÊNCIAS SOCIAIS  POLÍTICAS  ECONÔMICAS E CONTÁBEIS  PSICOLOGIA E SECRETARIADO;120536
CURSOS DA ÁREA DE ENGENHARIA E CIÊNCIA DA COMPUTAÇÃO;ENGENHARIA CIVIL E AMBIENTAL  ARQUITETURA E CURSOS RELACIONADOS;118995
CURSOS NAO PRIORITARIOS;ADMINISTRAÇÃO  ADMINISTRAÇÃO PÚBLICA  GESTÃO  LOGÍSTICA  NEGÓCIOS E CURSOS RELACIONADOS;119821
CURSOS DA AREA DE SAUDE;SERVIÇO SOCIAL  FONOAUDIOLOGIA  TERAPIA OCUPACIONAL E CURSOS RELACIONADOS;120130
CURSOS DA ÁREA DE ENGENHARIA E CIÊNCIA DA COMPUTAÇÃO;ENGENHARIA CIVIL E AMBIENTAL  ARQUITETURA E CURSOS RELACIONADOS;117973
CURSOS NAO PRIORITARIOS;DIREITO  COMÉRCIO EXTERIOR  BIBLIOTECONOMIA E CURSOS RELACIONADOS;119936
CURSOS NAO PRIORITARIOS;COMUNICAÇÃO SOCIAL  JORNALISMO  PUBLICIDADE  MARKETING E CURSOS RELACIONADOS;119741
CURSOS NAO PRIORITARIOS;AGRONOMIA  ZOOTECNIA  ENGENHARIA FLORESTAL E CURSOS RELACIONADOS;118901
CURSOS DA ÁREA DE ENGENHARIA E CIÊNCIA DA COMPUTAÇÃO;CIÊNCIA DA COMPUTAÇÃO E SISTEMAS DE INFORMAÇÃO E CURSOS RELACIONADOS;117861
CURSOS NAO PRIORITARIOS;DIREITO  COMÉRCIO EXTERIOR  BIBLIOTECONOMIA E CURSOS RELACIONADOS;120174
CURSOS DA ÁREA DE LICENCIATURA PEDAGOGIA E NORMAL SUPERIOR;ARTES  CIÊNCIAS SOCIAIS E CURSOS RELACIONADOS;120868
CURSOS NAO PRIORITARIOS;DIREITO  COMÉRCIO EXTERIOR  BIBLIOTECONOMIA E CURSOS RELACIONADOS;118574
CURSOS NAO PRIORITARIOS;ADMINISTRAÇÃO  ADMINISTRAÇÃO PÚBLICA  GESTÃO  LOGÍSTICA  NEGÓCIOS E CURSOS RELACIONADOS;120580
CURSOS NAO PRIORITARIOS;ADMINISTRAÇÃO  ADMINISTRAÇÃO PÚBLICA  GESTÃO  LOGÍSTICA  NEGÓCIOS E CURSOS RELACIONADOS;119557
CURSOS NAO PRIORITARIOS;CIÊNCIAS BIOLÓGICAS (BEL)  BIOMEDICINA  BIOTECNOLOGIA E CURSOS RELACIONADOS;120312
CURSOS NAO PRIORITARIOS;DIREITO  COMÉRCIO EXTERIOR  BIBLIOTECONOMIA E CURSOS RELACIONADOS;118571
CURSOS DA ÁREA DE ENGENHARIA E CIÊNCIA DA COMPUTAÇÃO;ENGENHARIA CIVIL E AMBIENTAL  ARQUITETURA E CURSOS RELACIONADOS;121427
CURSOS DA ÁREA DE ENGENHARIA E CIÊNCIA DA COMPUTAÇÃO;ENGENHARIA CIVIL E AMBIENTAL  ARQUITETURA E CURSOS RELACIONADOS;121458
CURSOS NAO PRIORITARIOS;ADMINISTRAÇÃO  ADMINISTRAÇÃO PÚBLICA  GESTÃO  LOGÍSTICA  NEGÓCIOS E CURSOS RELACIONADOS;121494
CURSOS NAO PRIORITARIOS;COMUNICAÇÃO SOCIAL  JORNALISMO  PUBLICIDADE  MARKETING E CURSOS RELACIONADOS;120637
CURSOS NAO PRIORITARIOS;HOTELARIA E TURISMO  GASTRONOMIA E CURSOS RELACIONADOS;118854
CURSOS NAO PRIORITARIOS;MEDICINA VETERINÁRIA;121784
CURSOS DA ÁREA DE LICENCIATURA PEDAGOGIA E NORMAL SUPERIOR;PEDAGOGIA;120692
CURSOS DA ÁREA DE ENGENHARIA E CIÊNCIA DA COMPUTAÇÃO;CIÊNCIA DA COMPUTAÇÃO E SISTEMAS DE INFORMAÇÃO E CURSOS RELACIONADOS;121303
CURSOS DA ÁREA DE LICENCIATURA PEDAGOGIA E NORMAL SUPERIOR;HISTÓRIA (LIC)  GEOGRAFIA (LIC)  EDUCAÇÃO FÍSICA (LIC) E CURSOS RELACIONADOS;119892
CURSOS DA AREA DE SAUDE;ENFERMAGEM  FISIOTERAPIA  FARMÁCIA  NUTRIÇÃO E CURSOS RELACIONADOS;121381
CURSOS DA ÁREA DE ENGENHARIA E CIÊNCIA DA COMPUTAÇÃO;CIÊNCIA DA COMPUTAÇÃO E SISTEMAS DE INFORMAÇÃO E CURSOS RELACIONADOS;119361
CURSOS DA AREA DE SAUDE;SERVIÇO SOCIAL  FONOAUDIOLOGIA  TERAPIA OCUPACIONAL E CURSOS RELACIONADOS;122053
CURSOS DA AREA DE SAUDE;ENFERMAGEM  FISIOTERAPIA  FARMÁCIA  NUTRIÇÃO E CURSOS RELACIONADOS;120113
CURSOS DA AREA DE SAUDE;ENFERMAGEM  FISIOTERAPIA  FARMÁCIA  NUTRIÇÃO E CURSOS RELACIONADOS;121658
CURSOS DA AREA DE SAUDE;MEDICINA;120378
CURSOS DA ÁREA DE ENGENHARIA E CIÊNCIA DA COMPUTAÇÃO;CIÊNCIA DA COMPUTAÇÃO E SISTEMAS DE INFORMAÇÃO E CURSOS RELACIONADOS;121512
CURSOS NAO PRIORITARIOS;CIÊNCIAS SOCIAIS  POLÍTICAS  ECONÔMICAS E CONTÁBEIS  PSICOLOGIA E SECRETARIADO;119209
CURSOS NAO PRIORITARIOS;DIREITO  COMÉRCIO EXTERIOR  BIBLIOTECONOMIA E CURSOS RELACIONADOS;120698
CURSOS NAO PRIORITARIOS;CIÊNCIAS BIOLÓGICAS (BEL)  BIOMEDICINA  BIOTECNOLOGIA E CURSOS RELACIONADOS;118355
CURSOS NAO PRIORITARIOS;DIREITO  COMÉRCIO EXTERIOR  BIBLIOTECONOMIA E CURSOS RELACIONADOS;120991
CURSOS DA ÁREA DE ENGENHARIA E CIÊNCIA DA COMPUTAÇÃO;CIÊNCIA DA COMPUTAÇÃO E SISTEMAS DE INFORMAÇÃO E CURSOS RELACIONADOS;120389
CURSOS NAO PRIORITARIOS;CIÊNCIAS BIOLÓGICAS (BEL)  BIOMEDICINA  BIOTECNOLOGIA E CURSOS RELACIONADOS;121358
CURSOS DA ÁREA DE LICENCIATURA PEDAGOGIA E NORMAL SUPERIOR;HISTÓRIA (LIC)  GEOGRAFIA (LIC)  EDUCAÇÃO FÍSICA (LIC) E CURSOS RELACIONADOS;118236
CURSOS DA ÁREA DE LICENCIATURA PEDAGOGIA E NORMAL SUPERIOR;PEDAGOGIA;120962
CURSOS NAO PRIORITARIOS;CIÊNCIAS BIOLÓGICAS (BEL)  BIOMEDICINA  BIOTECNOLOGIA E CURSOS RELACIONADOS;121113
CURSOS NAO PRIORITARIOS;CIÊNCIAS BIOLÓGICAS (BEL)  BIOMEDICINA  BIOTECNOLOGIA E CURSOS RELACIONADOS;119289
CURSOS DA AREA DE SAUDE;SERVIÇO SOCIAL  FONOAUDIOLOGIA  TERAPIA OCUPACIONAL E CURSOS RELACIONADOS;119357
CURSOS DA ÁREA DE ENGENHARIA E CIÊNCIA DA COMPUTAÇÃO;ENGENHARIA CIVIL E AMBIENTAL  ARQUITETURA E CURSOS RELACIONADOS;119841
CURSOS NAO PRIORITARIOS;CIÊNCIAS SOCIAIS  POLÍTICAS  ECONÔMICAS E CONTÁBEIS  PSICOLOGIA E SECRETARIADO;118174
CURSOS DA ÁREA DE ENGENHARIA E CIÊNCIA DA COMPUTAÇÃO;CIÊNCIA DA COMPUTAÇÃO E SISTEMAS DE INFORMAÇÃO E CURSOS RELACIONADOS;122058
CURSOS NAO PRIORITARIOS;COMUNICAÇÃO SOCIAL  JORNALISMO  PUBLICIDADE  MARKETING E CURSOS RELACIONADOS;121911
CURSOS NAO PRIORITARIOS;DIREITO  COMÉRCIO EXTERIOR  BIBLIOTECONOMIA E CURSOS RELACIONADOS;122235
CURSOS DA ÁREA DE ENGENHARIA E CIÊNCIA DA COMPUTAÇÃO;ENGENHARIA ELÉTRICA  ELETRÔNICA  DA COMPUTAÇÃO E CURSOS RELACIONADOS;120447
CURSOS DA ÁREA DE ENGENHARIA E CIÊNCIA DA COMPUTAÇÃO;CIÊNCIA DA COMPUTAÇÃO E SISTEMAS DE INFORMAÇÃO E CURSOS RELACIONADOS;119955
CURSOS DA ÁREA DE ENGENHARIA E CIÊNCIA DA COMPUTAÇÃO;CIÊNCIA DA COMPUTAÇÃO E SISTEMAS DE INFORMAÇÃO E CURSOS RELACIONADOS;119696
CURSOS DA AREA DE SAUDE;ODONTOLOGIA  QUIROPRAXIA  FÍSICA MÉDICA E NATUROLOGIA;119139
CURSOS DA AREA DE SAUDE;ENFERMAGEM  FISIOTERAPIA  FARMÁCIA  NUTRIÇÃO E CURSOS RELACIONADOS;118862
